Car,Location,Fuel,Transmission,Owner,ODO,Year,Age,Mileage,Engine,Power,Seats,CP,SP
Maruti Baleno Sigma 1.2,Mumbai,Petrol,Manual,First,8500,2016,7,21.4,1197.0,83.1,5.0,0.0,5.49
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,Diesel,Manual,First,35981,2017,6,24.3,1248.0,88.5,5.0,11.29,9.51
Ford Figo Petrol ZXI,Mumbai,Petrol,Manual,First,23152,2012,11,15.6,1196.0,70.02,5.0,0.0,2.39
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,Petrol,Automatic,First,61529,2014,9,18.19,1197.0,103.5,5.0,0.0,5.65
Mahindra Xylo D2 BS III,Ahmedabad,Diesel,Manual,First,91596,2010,13,14.95,2489.0,93.7,7.0,0.0,1.85
Porsche Cayenne Base,Kochi,Petrol,Automatic,First,14298,2019,4,13.33,2995.0,340.0,5.0,136.0,2.02
Maruti Swift Dzire VDi,Hyderabad,Diesel,Manual,First,83327,2013,10,19.3,1248.0,73.9,5.0,0.0,5.8
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,Petrol,Manual,First,22857,2017,6,16.2,1199.0,74.0,5.0,0.0,6.9
Hyundai Verna 1.6 VTVT,Chennai,Petrol,Manual,Second,34620,2013,10,17.01,1591.0,121.3,5.0,0.0,5.35
Hyundai i10 Era 1.1,Bangalore,Petrol,Manual,First,56000,2010,13,19.81,1086.0,68.05,5.0,0.0,2.85
Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,Diesel,Automatic,First,81000,2014,9,13.0,2143.0,204.0,5.0,0.0,22.75
Maruti Zen LXI,Jaipur,Petrol,Manual,Third,95150,1998,25,17.3,993.0,60.0,5.0,0.0,0.45
Hyundai i10 Sportz,Coimbatore,Petrol,Manual,First,32776,2013,10,20.36,1197.0,78.9,5.0,0.0,4.64
Honda Amaze S i-Dtech,Coimbatore,Diesel,Manual,First,51587,2016,7,25.8,1498.0,98.6,5.0,0.0,5.27
Tata Safari Storme VX,Jaipur,Diesel,Manual,First,36000,2016,7,14.1,2179.0,148.0,7.0,0.0,10.0
Honda Brio 1.2 S MT,Mumbai,Petrol,Manual,First,22000,2015,8,18.5,1198.0,86.8,5.0,6.23,3.95
Hyundai i20 Asta,Kochi,Petrol,Manual,First,30754,2010,13,17.0,1197.0,80.0,5.0,0.0,3.38
Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,Petrol,Manual,First,37109,2018,5,14.69,1390.0,120.33,5.0,0.0,16.8
Honda Jazz Select Edition,Kolkata,Petrol,Manual,First,45000,2010,13,16.7,1198.0,88.8,5.0,0.0,1.99
Hyundai Grand i10 Sportz,Coimbatore,Petrol,Manual,First,33284,2017,6,18.9,1197.0,82.0,5.0,0.0,5.84
Jaguar XF Diesel,Coimbatore,Diesel,Automatic,First,55115,2016,7,14.74,2993.0,270.9,5.0,0.0,36.15
Jaguar XF 2.2 Litre Luxury,Kolkata,Diesel,Automatic,First,18000,2014,9,16.36,2179.0,187.7,5.0,0.0,25.7
Mahindra XUV500 W8 2WD,Coimbatore,Diesel,Manual,First,130790,2013,10,16.0,2179.0,140.0,7.0,0.0,9.24
Maruti S Cross DDiS 320 Alpha,Delhi,Diesel,Manual,First,16607,2015,8,22.7,1598.0,118.0,5.0,0.0,7.65
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,Diesel,Automatic,First,32205,2015,8,17.11,1968.0,174.33,5.0,0.0,25.31
Renault Duster 110PS Diesel RxZ,Delhi,Diesel,Manual,First,67000,2013,10,19.01,1461.0,108.45,5.0,0.0,4.75
Maruti Swift Dzire VXI,Coimbatore,Petrol,Manual,First,57676,2014,9,19.1,1197.0,85.8,5.0,0.0,6.69
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,Petrol,Manual,First,41000,2012,11,16.47,1198.0,73.9,5.0,0.0,3.1
Maruti Omni 8 Seater BSII,Jaipur,Petrol,Manual,First,65000,2012,11,19.7,796.0,35.0,8.0,0.0,1.55
Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,Petrol,Automatic,First,12153,2019,4,18.9,1197.0,81.86,5.0,7.98,6.84
Tata Nano Twist XT,Hyderabad,Petrol,Manual,First,16810,2014,9,25.4,624.0,37.5,4.0,0.0,1.6
Audi A4 30 TFSI Premium Plus,Kochi,Petrol,Automatic,First,61221,2017,6,17.84,1395.0,147.51,5.0,47.16,21.73
Volkswagen Polo 1.2 MPI Highline,Mumbai,Petrol,Manual,First,22000,2015,8,16.47,1198.0,74.0,5.0,0.0,4.75
Maruti Alto 800 LXI,Chennai,Petrol,Manual,First,63714,2015,8,22.74,796.0,47.3,5.0,0.0,2.45
Mini Cooper 5 DOOR D,Kochi,Diesel,Automatic,First,14857,2019,4,20.7,1496.0,113.98,5.0,41.98,31.55
Audi A4 New 2.0 TDI Multitronic,Delhi,Diesel,Automatic,Second,69000,2012,11,15.2,1968.0,140.8,5.0,0.0,10.25
Ford Endeavour Titanium 4X2,Coimbatore,Diesel,Manual,First,14648,2019,4,12.62,2198.0,158.0,7.0,35.29,27.36
Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,Petrol,Manual,Second,100000,2013,10,15.8,1499.0,110.0,5.0,0.0,6.5
Hyundai Grand i10 Magna,Jaipur,Petrol,Manual,First,22000,2016,7,18.9,1197.0,82.0,5.0,0.0,4.25
Chevrolet Sail 1.2 LS,Mumbai,Petrol,Manual,First,10000,2014,9,18.2,1199.0,82.4,5.0,0.0,5.5
Maruti Swift Dzire LXI,Kolkata,Petrol,Manual,First,107000,2015,8,20.85,1197.0,83.14,5.0,0.0,4.0
Tata Zest Revotron 1.2T XM,Kochi,Petrol,Manual,First,48198,2017,6,17.57,1193.0,88.7,5.0,7.63,4.65
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,Diesel,Automatic,First,15000,2015,8,19.27,2143.0,170.0,5.0,0.0,28.5
Chevrolet Cruze LTZ,Coimbatore,Diesel,Manual,First,80073,2014,9,17.3,1998.0,163.7,5.0,0.0,7.11
Maruti Ritz VDi,Hyderabad,Diesel,Manual,First,85388,2013,10,21.1,1248.0,73.9,5.0,0.0,3.9
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,Petrol,Manual,First,14700,2017,6,18.9,1197.0,81.86,5.0,0.0,5.6
Maruti Dzire LDI,Pune,Diesel,Manual,Third,150000,2012,11,28.4,1248.0,73.75,5.0,7.91,2.25
Hyundai Verna 1.6 SX,Kolkata,Diesel,Manual,First,34994,2011,12,22.32,1582.0,126.32,5.0,0.0,3.9
Jaguar XF Diesel,Coimbatore,Diesel,Automatic,First,82536,2014,9,14.74,2993.0,270.9,5.0,0.0,28.63
Skoda Superb Elegance 1.8 TSI AT,Delhi,Petrol,Automatic,First,82000,2013,10,13.7,1798.0,157.75,5.0,0.0,7.25
Maruti Wagon R LXI,Pune,Petrol,Manual,Second,52000,2006,17,18.9,998.0,67.1,5.0,0.0,2.0
Volkswagen Polo Petrol Highline 1.2L,Mumbai,Petrol,Manual,First,20000,2011,12,16.47,1198.0,73.9,5.0,0.0,3.5
Honda Civic 2010-2013 1.8 S MT,Hyderabad,Petrol,Manual,First,55000,2011,12,14.8,1799.0,130.2,5.0,0.0,5.0
Maruti Wagon R VXI,Chennai,Petrol,Manual,First,52000,2014,9,22.5,998.0,67.04,5.0,5.51,3.45
Maruti Swift Dzire VDI,Kolkata,Diesel,Manual,First,43284,2013,10,23.4,1248.0,74.0,5.0,0.0,4.5
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,Petrol,Automatic,First,23875,2018,5,13.0,1591.0,121.3,5.0,0.0,14.36
Hyundai Grand i10 Asta,Bangalore,Petrol,Manual,First,51866,2016,7,18.9,1197.0,82.0,5.0,0.0,5.5
Nissan Micra Diesel XV Premium,Mumbai,Diesel,Manual,First,69000,2013,10,23.08,1461.0,63.1,5.0,0.0,3.0
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,Petrol,Manual,First,62788,2017,6,18.9,1197.0,81.86,5.0,8.1,6.08
Volkswagen Vento Diesel Highline,Chennai,Diesel,Manual,First,150000,2013,10,20.54,1598.0,103.6,5.0,0.0,5.0
Toyota Fortuner 4x2 AT,Kochi,Diesel,Automatic,First,47566,2015,8,12.55,2982.0,168.5,7.0,0.0,20.25
Toyota Innova Crysta 2.8 GX AT,Pune,Diesel,Automatic,First,20300,2018,5,11.36,2755.0,171.5,7.0,20.97,18.0
Mercedes-Benz A Class A180 CDI,Pune,Diesel,Automatic,First,48300,2015,8,20.0,2143.0,107.3,5.0,0.0,17.5
Hyundai EON D Lite,Pune,Petrol,Manual,First,30000,2013,10,21.1,814.0,55.2,5.0,0.0,2.1
Hyundai Elantra CRDi SX,Bangalore,Diesel,Manual,Second,36000,2012,11,22.7,1582.0,126.24,5.0,0.0,7.5
Mini Cooper 3 DOOR D,Kochi,Diesel,Automatic,Second,27641,2015,8,20.7,1496.0,113.98,4.0,34.89,24.77
Renault Duster 110PS Diesel RXZ Option,Bangalore,Diesel,Manual,First,60000,2015,8,19.64,1461.0,108.45,5.0,0.0,8.65
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,Diesel,Automatic,First,9000,2019,4,10.91,3198.0,197.0,7.0,0.0,35.5
Toyota Corolla Altis GL MT,Delhi,Petrol,Manual,First,60750,2014,9,14.28,1798.0,138.03,5.0,0.0,10.5
Mahindra XUV500 W7,Delhi,Diesel,Manual,First,9000,2018,5,14.0,2179.0,155.0,7.0,16.4,13.0
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,Diesel,Automatic,First,41100,2012,11,16.77,2993.0,261.49,5.0,166.0,26.5
Maruti Wagon R LX BSIII,Ahmedabad,Petrol,Manual,Second,60000,2004,19,17.3,1061.0,64.0,5.0,0.0,1.4
Honda City i VTEC SV,Kochi,Petrol,Manual,First,38424,2017,6,17.8,1497.0,117.3,5.0,0.0,7.51
Maruti Swift VDI,Delhi,Diesel,Manual,First,50000,2014,9,22.9,1248.0,74.0,5.0,0.0,4.3
Honda City i-VTEC CVT VX,Mumbai,Petrol,Automatic,First,19000,2015,8,18.0,1497.0,117.3,5.0,15.29,8.95
Maruti Ertiga VDI,Kochi,Diesel,Manual,First,58734,2015,8,20.77,1248.0,88.76,7.0,0.0,6.91
Renault Duster 110PS Diesel RxZ,Coimbatore,Diesel,Manual,First,65257,2016,7,19.01,1461.0,108.45,5.0,0.0,9.75
Maruti Swift Dzire VDi,Jaipur,Diesel,Manual,Second,130000,2010,13,19.3,1248.0,73.9,5.0,0.0,4.0
Maruti Ritz VDi,Hyderabad,Diesel,Manual,First,79000,2011,12,23.2,1248.0,73.94,5.0,0.0,3.65
Mahindra XUV500 W8 4WD,Chennai,Diesel,Manual,First,78000,2013,10,15.1,2179.0,140.0,7.0,0.0,10.75
Honda Brio S MT,Kochi,Petrol,Manual,First,49133,2015,8,19.4,1198.0,86.8,5.0,0.0,4.51
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,Diesel,Automatic,First,22769,2016,7,0.0,2987.0,165.0,5.0,0.0,49.22
Tata Manza Club Class Quadrajet90 LS,Coimbatore,Diesel,Manual,First,54448,2014,9,21.02,1248.0,88.8,5.0,0.0,3.7
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,Diesel,Manual,First,158793,2014,9,12.8,2494.0,102.0,7.0,0.0,12.99
Maruti Swift VXI,Delhi,Petrol,Manual,First,62088,2015,8,18.6,1197.0,85.8,5.0,0.0,4.15
Hyundai Verna 1.6 EX VTVT,Kolkata,Petrol,Manual,First,14800,2012,11,17.01,1591.0,121.3,5.0,0.0,4.4
Honda Mobilio S i VTEC,Kolkata,Petrol,Manual,First,26000,2015,8,17.3,1497.0,117.3,7.0,0.0,4.25
Honda Amaze S i-Vtech,Mumbai,Petrol,Manual,First,32005,2017,6,18.0,1198.0,86.7,5.0,0.0,4.25
Honda City i-VTEC CVT VX,Jaipur,Petrol,Automatic,First,35000,2017,6,18.0,1497.0,117.3,5.0,14.67,7.7
Land Rover Range Rover 2.2L Dynamic,Pune,Diesel,Automatic,First,52000,2015,8,12.7,2179.0,187.7,5.0,0.0,39.75
Honda City i-VTEC V,Mumbai,Petrol,Manual,First,11000,2017,6,17.4,1497.0,117.3,5.0,12.57,8.5
Mercedes-Benz E-Class 280 Elegance,Jaipur,Petrol,Automatic,First,62000,2008,15,9.5,2997.0,231.1,5.0,0.0,7.0
Ford Ikon 1.3 Flair,Chennai,Petrol,Manual,Third,65134,2002,21,13.8,1299.0,70.0,5.0,0.0,0.8
Toyota Fortuner 4x2 Manual,Delhi,Diesel,Manual,First,71000,2013,10,13.0,2982.0,168.5,7.0,0.0,15.25
Maruti A-Star Vxi,Hyderabad,Petrol,Manual,First,51366,2008,15,19.0,998.0,66.1,5.0,0.0,2.25
Tata Sumo EX,Kolkata,Diesel,Manual,First,46300,2016,7,14.07,1948.0,83.1,7.0,0.0,4.85
Honda City V AT,Coimbatore,Petrol,Automatic,Second,60908,2012,11,15.6,1497.0,116.3,5.0,0.0,6.42
Nissan Micra XV D,Chennai,Diesel,Manual,Second,93450,2012,11,23.19,1461.0,63.12,5.0,9.48,2.5
Hyundai Verna SX CRDi AT,Hyderabad,Diesel,Automatic,First,104000,2011,12,19.08,1582.0,126.32,5.0,0.0,5.75
Maruti 800 Std,Pune,Petrol,Manual,First,52000,2003,20,16.1,796.0,37.0,4.0,0.0,0.5
Mahindra XUV500 W8 4WD,Coimbatore,Diesel,Manual,First,42999,2015,8,15.1,2179.0,140.0,7.0,0.0,11.52
Maruti SX4 VDI,Delhi,Diesel,Manual,First,90000,2014,9,21.5,1248.0,88.8,5.0,0.0,4.5
Hyundai i20 Sportz AT 1.4,Bangalore,Petrol,Automatic,First,72000,2013,10,15.0,1396.0,98.6,5.0,0.0,4.75
Hyundai Creta 1.6 CRDi SX,Coimbatore,Diesel,Manual,First,54321,2019,4,19.67,1582.0,126.2,5.0,0.0,13.54
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,Diesel,Automatic,First,59630,2015,8,13.0,2143.0,201.1,5.0,0.0,23.41
Toyota Fortuner 4x2 AT,Hyderabad,Diesel,Automatic,Second,116000,2013,10,12.55,2982.0,168.5,7.0,0.0,19.25
Volvo S60 D4 KINETIC,Ahmedabad,Diesel,Automatic,First,34000,2015,8,9.0,1984.0,181.0,5.0,0.0,20.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,Diesel,Automatic,First,70000,2011,12,14.21,2143.0,203.0,5.0,0.0,13.0
Honda Accord 2.4 Elegance M/T,Chennai,Petrol,Manual,First,80000,2010,13,10.2,2354.0,180.0,5.0,0.0,3.99
Honda Amaze S i-Dtech,Pune,Diesel,Manual,First,110000,2015,8,25.8,1498.0,98.6,5.0,0.0,4.65
Maruti Dzire ZDI,Ahmedabad,Diesel,Manual,First,56454,2013,10,28.4,1248.0,73.75,5.0,8.95,4.65
Maruti Swift LXI,Kolkata,Petrol,Manual,First,60000,2013,10,18.6,1197.0,85.8,5.0,0.0,3.15
Toyota Corolla Altis G HV AT,Delhi,Petrol,Automatic,First,56000,2013,10,14.53,1798.0,138.1,5.0,0.0,8.25
Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,Diesel,Automatic,Second,63000,2012,11,11.49,4367.0,335.3,5.0,0.0,65.0
Maruti Swift VDI,Chennai,Diesel,Manual,First,63000,2012,11,22.9,1248.0,74.0,5.0,0.0,4.5
Jeep Compass 2.0 Limited Option 4X4,Kolkata,Diesel,Manual,First,15050,2017,6,16.3,1956.0,170.0,5.0,23.19,17.5
Maruti Swift VXI BSIV,Mumbai,Petrol,Manual,First,29401,2016,7,20.4,1197.0,81.8,5.0,0.0,4.31
Honda Jazz 1.2 SV i VTEC,Kochi,Petrol,Manual,First,25238,2016,7,18.7,1199.0,88.7,5.0,0.0,6.2
Volkswagen Polo Petrol Trendline 1.2L,Kochi,Petrol,Manual,First,58752,2011,12,16.47,1198.0,73.9,5.0,0.0,3.32
Honda Civic 2006-2010 1.8 V AT,Delhi,Petrol,Automatic,First,62000,2011,12,12.9,1799.0,130.0,5.0,0.0,3.75
Toyota Etios G SP,Bangalore,Petrol,Manual,First,132000,2013,10,16.78,1496.0,88.73,5.0,0.0,4.7
Hyundai Verna 1.6 SX VTVT,Chennai,Petrol,Manual,First,51000,2016,7,17.01,1591.0,121.3,5.0,0.0,6.5
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,Diesel,Manual,First,185200,2009,14,12.8,2494.0,102.0,8.0,0.0,7.25
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,Diesel,Manual,First,61717,2016,7,22.7,1598.0,118.0,5.0,0.0,8.94
Ford Freestyle Titanium Plus Petrol,Kolkata,Petrol,Manual,First,8896,2018,5,19.0,1194.0,94.68,5.0,8.24,7.34
Maruti Baleno Alpha 1.2,Delhi,Petrol,Manual,First,17000,2016,7,21.4,1197.0,83.1,5.0,0.0,6.9
Honda Jazz V,Mumbai,Petrol,Manual,First,31378,2016,7,18.2,1199.0,88.7,5.0,8.71,5.9
Hyundai Verna 1.6 CRDi EX AT,Pune,Diesel,Automatic,First,114000,2013,10,22.32,1582.0,126.3,5.0,0.0,6.75
Honda Amaze VX i-DTEC,Ahmedabad,Diesel,Manual,First,81000,2014,9,25.8,1498.0,98.6,5.0,0.0,4.1
Audi Q3 30 TDI Premium FWD,Mumbai,Diesel,Automatic,First,31000,2017,6,18.51,1968.0,147.51,5.0,44.75,27.0
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,Petrol,Manual,First,35000,2014,9,15.0,1598.0,103.52,5.0,0.0,4.5
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,Diesel,Automatic,First,60001,2013,10,17.11,1968.0,174.33,5.0,0.0,14.5
Maruti Swift Dzire VDI,Jaipur,Diesel,Manual,First,75074,2014,9,23.4,1248.0,74.0,5.0,0.0,5.25
Tata Indica Vista Quadrajet LS,Kolkata,Diesel,Manual,Second,80000,2012,11,22.3,1248.0,74.0,5.0,0.0,1.2
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,Diesel,Manual,Second,147350,2006,17,12.99,2494.0,100.6,8.0,0.0,4.95
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,Diesel,Manual,First,60000,2013,10,19.64,1461.0,108.45,5.0,0.0,7.5
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,Petrol,Automatic,First,7501,2015,8,10.0,2996.0,333.0,4.0,87.57,48.0
Honda Amaze S i-Dtech,Delhi,Diesel,Manual,First,58000,2015,8,25.8,1498.0,98.6,5.0,0.0,4.45
Mercedes-Benz GLE 350d,Coimbatore,Diesel,Automatic,First,29277,2018,5,11.57,2987.0,254.79,5.0,95.13,59.65
Maruti Ritz VDi,Kochi,Diesel,Manual,First,57034,2015,8,23.2,1248.0,73.94,5.0,0.0,4.38
Maruti Ciaz ZDi Plus SHVS,Kochi,Diesel,Manual,First,40810,2016,7,28.09,1248.0,88.5,5.0,0.0,7.9
Hyundai Santro Xing GL,Bangalore,Petrol,Manual,Second,35268,2008,15,0.0,1086.0,62.0,5.0,0.0,1.88
Maruti Baleno Delta CVT,Coimbatore,Petrol,Automatic,First,34630,2018,5,21.4,1197.0,83.1,5.0,8.57,7.29
Ford Fiesta Diesel Titanium Plus,Hyderabad,Diesel,Manual,First,45122,2012,11,23.5,1498.0,88.7,5.0,0.0,6.0
Mahindra XUV500 W8 2WD,Chennai,Diesel,Manual,Third,126000,2011,12,16.0,2179.0,140.0,7.0,0.0,6.7
Maruti Alto LXi,Jaipur,Petrol,Manual,First,63000,2009,14,19.7,796.0,46.3,5.0,0.0,1.5
Mini Cooper 3 DOOR D,Kochi,Diesel,Automatic,First,32298,2016,7,20.7,1496.0,113.98,4.0,35.0,23.8
Mahindra XUV500 W8 4WD,Kochi,Diesel,Manual,First,63288,2014,9,15.1,2179.0,140.0,7.0,0.0,7.77
Hyundai Santro Xing GLS,Coimbatore,Petrol,Manual,First,43337,2012,11,17.92,1086.0,62.1,5.0,0.0,3.32
Maruti Swift VDI,Kochi,Diesel,Manual,First,46561,2015,8,22.9,1248.0,74.0,5.0,0.0,4.94
Mercedes-Benz A Class A180 CDI,Delhi,Diesel,Automatic,Second,34000,2013,10,20.0,2143.0,107.3,5.0,0.0,11.0
Renault KWID RXT,Hyderabad,Petrol,Manual,First,48000,2016,7,25.17,799.0,53.3,5.0,0.0,3.4
Maruti Swift VDI,Kochi,Diesel,Manual,First,56263,2013,10,22.9,1248.0,74.0,5.0,0.0,4.17
Maruti Zen LXI,Hyderabad,Petrol,Manual,Second,84060,2005,18,17.3,993.0,60.0,5.0,0.0,1.25
Hyundai Grand i10 Magna AT,Mumbai,Petrol,Automatic,First,9000,2016,7,18.9,1197.0,82.0,5.0,0.0,5.45
Tata Manza Aura Quadrajet BS IV,Jaipur,Diesel,Manual,First,79000,2012,11,21.12,1248.0,88.8,5.0,0.0,2.59
Mahindra XUV500 W10 AWD,Pune,Diesel,Manual,First,87900,2015,8,16.0,2179.0,140.0,7.0,0.0,12.01
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,Petrol,Manual,Second,72425,2010,13,17.5,1197.0,85.8,5.0,0.0,2.45
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,Diesel,Automatic,First,38000,2015,8,15.73,1968.0,174.33,5.0,0.0,29.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,Diesel,Automatic,First,107000,2010,13,14.84,2143.0,170.0,5.0,0.0,11.99
Honda City i VTEC CVT VX,Delhi,Petrol,Automatic,First,51000,2015,8,18.0,1497.0,117.3,5.0,0.0,7.9
Toyota Innova 2.5 GX 7 STR,Pune,Diesel,Manual,Third,140000,2010,13,12.8,2494.0,102.0,7.0,0.0,6.25
Chevrolet Beat LT,Pune,Petrol,Manual,Second,48000,2011,12,18.6,1199.0,79.4,5.0,0.0,1.8
Honda Jazz 1.2 S i VTEC,Mumbai,Petrol,Manual,First,31000,2015,8,18.7,1199.0,88.7,5.0,0.0,4.9
Nissan Micra XL Primo,Jaipur,Petrol,Manual,First,75055,2010,13,18.06,1198.0,75.0,5.0,0.0,2.25
Maruti Ciaz AT ZXi,Coimbatore,Petrol,Automatic,First,51210,2017,6,19.12,1373.0,91.1,5.0,0.0,8.89
Toyota Fortuner 4x2 AT,Mumbai,Diesel,Automatic,First,87000,2012,11,12.55,2982.0,168.5,7.0,0.0,15.0
Ford Aspire Ambiente Diesel,Kolkata,Diesel,Manual,First,17000,2018,5,26.1,1498.0,99.0,5.0,7.56,5.65
Maruti Ertiga ZDI,Jaipur,Diesel,Manual,First,57000,2014,9,20.77,1248.0,88.8,7.0,0.0,7.0
Maruti Alto 800 LXI,Hyderabad,Petrol,Manual,First,9370,2016,7,22.74,796.0,47.3,5.0,0.0,2.95
Honda Brio V MT,Chennai,Petrol,Manual,First,53226,2013,10,19.4,1198.0,86.8,5.0,0.0,3.3
Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,Diesel,Manual,Second,120000,2010,13,16.2,1493.0,110.0,5.0,0.0,3.5
Honda City 1.5 GXI,Jaipur,Petrol,Manual,First,75055,2007,16,12.8,1493.0,100.0,5.0,0.0,2.3
Hyundai Creta 1.6 CRDi SX,Coimbatore,Diesel,Manual,First,37247,2017,6,19.67,1582.0,126.2,5.0,0.0,13.69
Toyota Etios Liva GD,Delhi,Diesel,Manual,First,64000,2013,10,23.59,1364.0,67.06,5.0,0.0,3.1
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,Petrol,Manual,First,12000,2014,9,13.44,2359.0,198.25,5.0,0.0,12.75
Hyundai Creta 1.6 CRDi SX Option,Pune,Diesel,Manual,First,40158,2017,6,19.67,1582.0,126.2,5.0,0.0,13.75
Honda Jazz 1.2 SV i VTEC,Chennai,Petrol,Manual,First,11000,2017,6,18.7,1199.0,88.7,5.0,0.0,6.75
Volkswagen Vento Diesel Comfortline,Chennai,Diesel,Manual,First,70010,2014,9,20.54,1598.0,103.6,5.0,0.0,5.25
Mahindra XUV500 W6 2WD,Mumbai,Diesel,Manual,First,82000,2015,8,16.0,2179.0,140.0,7.0,0.0,8.75
Mahindra TUV 300 2015-2019 T8,Kochi,Diesel,Manual,First,57259,2017,6,18.49,1493.0,100.0,7.0,0.0,8.87
Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,Petrol,Automatic,Second,84000,2010,13,11.1,2354.0,142.0,5.0,0.0,6.5
Maruti Ertiga VDI,Pune,Diesel,Manual,First,168000,2012,11,20.77,1248.0,88.76,7.0,0.0,4.5
Mahindra Ssangyong Rexton RX5,Hyderabad,Diesel,Manual,First,73670,2012,11,12.83,2696.0,162.0,7.0,0.0,12.5
Toyota Fortuner 4x2 AT,Delhi,Diesel,Automatic,First,89540,2014,9,12.55,2982.0,168.5,7.0,0.0,16.8
Maruti Ertiga ZDI,Hyderabad,Diesel,Manual,First,85423,2016,7,20.77,1248.0,88.8,7.0,0.0,8.75
Hyundai Elantra CRDi SX AT,Pune,Diesel,Automatic,First,48823,2013,10,19.5,1582.0,126.24,5.0,0.0,8.5
Hyundai i10 Magna 1.2,Kolkata,Petrol,Manual,First,35082,2011,12,20.36,1197.0,78.9,5.0,0.0,2.21
Maruti Omni MPI STD BSIV,Jaipur,Petrol,Manual,First,126000,2012,11,16.8,796.0,34.2,5.0,0.0,1.6
Honda Amaze VX AT i-Vtech,Delhi,Petrol,Automatic,First,19000,2016,7,15.5,1198.0,86.7,5.0,0.0,6.25
Honda Civic 2006-2010 1.8 V AT,Mumbai,Petrol,Automatic,Second,69000,2007,16,12.9,1799.0,130.0,5.0,0.0,2.25
Mercedes-Benz CLA 200 CDI Sport,Kochi,Diesel,Automatic,First,29836,2019,4,17.9,2143.0,136.0,5.0,43.07,25.75
Skoda Superb 1.8 TFSI MT,Ahmedabad,Petrol,Manual,Second,48002,2010,13,13.14,1798.0,157.8,5.0,0.0,6.75
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,Diesel,Manual,First,52324,2015,8,28.09,1248.0,88.5,5.0,0.0,6.25
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,Diesel,Manual,First,65000,2013,10,22.7,1498.0,89.84,5.0,0.0,5.1
Mercedes-Benz M-Class ML 320 CDI,Mumbai,Diesel,Automatic,Second,66000,2009,14,8.7,2987.0,224.34,5.0,0.0,10.75
Hyundai Grand i10 CRDi Sportz,Hyderabad,Diesel,Manual,First,75700,2016,7,24.0,1120.0,70.0,5.0,0.0,5.7
Volkswagen Vento Diesel Breeze,Bangalore,Diesel,Manual,First,43000,2013,10,20.5,1598.0,105.0,5.0,0.0,5.95
Chevrolet Beat Diesel LT,Kochi,Diesel,Manual,First,42706,2012,11,25.44,936.0,56.3,5.0,0.0,2.4
Mahindra Quanto C6,Mumbai,Diesel,Manual,First,35000,2013,10,17.21,1493.0,100.0,7.0,0.0,3.49
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,Petrol,Automatic,First,54348,2011,12,19.2,1197.0,80.0,5.0,0.0,4.0
Toyota Etios Liva 1.4 GD,Delhi,Diesel,Manual,First,84000,2013,10,23.59,1364.0,67.04,5.0,7.83,3.85
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,Petrol,Automatic,First,63298,2010,13,14.53,1794.0,138.1,5.0,0.0,3.95
Hyundai i10 Magna 1.2,Jaipur,Petrol,Manual,Second,75049,2013,10,20.36,1197.0,78.9,5.0,0.0,3.0
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,Petrol,Manual,First,24237,2018,5,18.16,1196.0,86.8,5.0,0.0,6.7
