Car,Location,ODO,Year,Age,Mileage,Engine,Power,Seats,CP,SP,Fuel_Diesel,Fuel_Petrol,Transmission_Automatic,Transmission_Manual,Owner_First,Owner_Fourth & Above,Owner_Second,Owner_Third
Skoda Rapid 1.5 TDI Ambition,Coimbatore,5833,2018,5,21.13,1498.0,108.4,5.0,14.22,11.92,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi Q7 35 TDI Quattro Technology,Coimbatore,28733,2016,7,12.07,2967.0,241.4,7.0,0.0,53.11,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Maruti Wagon R LXI,Jaipur,145000,2006,17,18.9,998.0,67.1,5.0,0.0,1.15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i DTEC VX Option,Pune,71000,2014,9,25.1,1498.0,98.6,5.0,0.0,7.45,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai EON Magna Plus,Jaipur,12000,2017,6,21.1,814.0,55.2,5.0,0.0,3.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Kochi,21603,2018,5,13.0,2987.0,265.0,5.0,0.0,70.15,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BMW 3 Series 320d,Hyderabad,58000,2013,10,13.2,1995.0,170.0,5.0,0.0,19.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BMW 3 Series 318i Sedan,Pune,39000,2012,11,12.05,1995.0,154.0,5.0,0.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Mahindra NuvoSport N8,Coimbatore,37712,2017,6,17.45,1493.0,100.0,7.0,11.77,7.57,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ritz VXi,Hyderabad,68000,2012,11,18.5,1197.0,85.8,5.0,0.0,4.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW X6 xDrive 40d M Sport,Chennai,25000,2016,7,15.87,2993.0,308.43,5.0,0.0,60.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Chevrolet Beat LT,Kolkata,30000,2010,13,18.6,1199.0,79.4,5.0,0.0,1.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire VXI,Pune,68218,2014,9,19.1,1197.0,85.8,5.0,0.0,4.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ertiga ZDI,Delhi,52000,2014,9,20.77,1248.0,88.8,7.0,0.0,5.95,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault Duster 85PS Diesel RxL,Coimbatore,63591,2015,8,20.45,1461.0,83.8,5.0,0.0,5.35,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Amaze VX AT i-Vtech,Hyderabad,57937,2014,9,15.5,1198.0,86.7,5.0,0.0,5.4,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,21979,2015,8,17.11,1968.0,174.33,5.0,0.0,23.45,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Skoda Octavia Ambiente 1.9 TDI MT,Hyderabad,99000,2002,21,18.7,1896.0,66.0,5.0,0.0,1.9,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Honda Amaze E i-Dtech,Pune,62000,2016,7,25.8,1498.0,98.6,5.0,0.0,6.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,Mumbai,127001,2006,17,12.8,2494.0,102.0,8.0,0.0,4.95,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai EON D Lite Plus,Hyderabad,84600,2013,10,21.1,814.0,55.2,5.0,0.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Datsun redi-GO T Option,Kochi,30953,2018,5,22.7,799.0,53.64,5.0,4.05,3.48,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift VDI,Chennai,78000,2012,11,22.9,1248.0,74.0,5.0,0.0,4.4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mitsubishi Pajero 2.8 GLX Sports,Hyderabad,85000,2008,15,9.5,2835.0,118.6,6.0,0.0,7.99,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volvo S80 D5,Hyderabad,79000,2008,15,13.1,2400.0,215.0,5.0,0.0,10.99,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Toyota Fortuner 4x2 AT,Delhi,79000,2014,9,12.55,2982.0,168.5,7.0,0.0,18.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Jeep Compass 2.0 Limited 4X4,Coimbatore,48188,2018,5,16.3,1956.0,170.0,5.0,26.95,21.69,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire VDI,Coimbatore,67557,2014,9,23.4,1248.0,74.0,5.0,0.0,5.17,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 SX,Delhi,103814,2011,12,22.32,1582.0,126.32,5.0,0.0,4.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mahindra Scorpio VLX 2WD BSIV,Kolkata,45128,2014,9,12.05,2179.0,120.0,8.0,0.0,6.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Era,Kochi,56075,2013,10,19.81,1086.0,68.05,5.0,0.0,3.12,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,166000,2011,12,12.99,2494.0,100.6,8.0,0.0,8.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Innova Crysta 2.8 ZX AT,Coimbatore,65367,2017,6,11.36,2755.0,171.5,7.0,28.05,20.14,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,114708,2013,10,12.99,2494.0,100.0,8.0,0.0,12.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire ZDI,Kochi,35082,2015,8,23.4,1248.0,74.0,5.0,0.0,6.61,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,38593,2016,7,17.01,1582.0,126.2,5.0,0.0,13.23,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Mumbai,70700,2008,15,12.99,2494.0,100.0,8.0,0.0,4.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Vento Diesel Highline,Mumbai,83000,2011,12,20.54,1598.0,103.6,5.0,0.0,2.9,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Chevrolet Tavera LS B3 10 Seats BSIII,Hyderabad,120000,2015,8,14.8,2499.0,80.0,10.0,0.0,5.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra Ssangyong Rexton RX7,Kochi,91586,2014,9,11.18,2696.0,184.0,7.0,0.0,9.47,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Hyundai i10 Magna,Mumbai,38235,2008,15,20.36,1197.0,78.9,5.0,0.0,1.95,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Sportz 1.2,Kolkata,37000,2011,12,20.36,1197.0,78.9,5.0,0.0,2.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Amaze S i-Vtech,Bangalore,44000,2013,10,18.0,1198.0,86.7,5.0,0.0,4.35,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Maruti Celerio ZXI AT,Pune,54000,2016,7,23.1,998.0,67.04,5.0,0.0,4.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 Asta,Chennai,90000,2013,10,18.9,1197.0,82.0,5.0,0.0,3.55,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire VDi,Kolkata,35000,2015,8,19.3,1248.0,73.9,5.0,0.0,4.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Sportz,Coimbatore,47324,2012,11,20.36,1197.0,78.9,5.0,0.0,4.52,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
BMW X1 sDrive 20d Exclusive,Mumbai,65148,2012,11,15.06,1995.0,177.0,5.0,0.0,12.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,57773,2014,9,17.11,1968.0,174.33,5.0,0.0,20.04,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Nissan Terrano XL 85 PS,Bangalore,87000,2014,9,20.45,1461.0,83.8,5.0,0.0,6.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mitsubishi Montero 3.2 GLS,Chennai,179032,2007,16,11.56,3200.0,199.3,7.0,0.0,7.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Wagon R VXI AMT,Mumbai,8000,2016,7,22.5,998.0,67.0,5.0,6.14,4.15,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda Civic 2006-2010 1.8 (E) MT,Hyderabad,77000,2007,16,13.5,1799.0,130.0,5.0,0.0,2.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 2015-2017 Magna 1.2,Pune,20600,2016,7,18.6,1197.0,81.83,5.0,0.0,5.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Alto K10 VXI,Mumbai,13198,2016,7,24.07,998.0,67.1,5.0,4.82,3.15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi Q7 35 TDI Quattro Technology,Bangalore,21000,2015,8,12.07,2967.0,241.4,7.0,0.0,52.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Hyundai i20 Sportz Option 1.2,Delhi,38000,2016,7,18.6,1197.0,81.83,5.0,0.0,5.95,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,15379,2019,4,23.84,1199.0,83.83,5.0,7.17,6.97,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i10 Sportz 1.2,Hyderabad,60000,2011,12,20.36,1197.0,78.9,5.0,0.0,3.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault Duster 85PS Diesel RxL Optional,Bangalore,75371,2013,10,20.46,1461.0,83.8,5.0,0.0,6.69,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Xenon XT EX 4X4,Bangalore,60000,2014,9,13.49,2179.0,138.03,5.0,0.0,5.9,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai i20 Magna,Kolkata,30675,2009,14,18.5,1197.0,80.0,5.0,0.0,2.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire VDI,Kolkata,22000,2013,10,23.4,1248.0,74.0,5.0,0.0,4.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai EON Magna,Pune,55000,2015,8,22.0,814.0,55.0,5.0,0.0,2.61,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,74213,2010,13,14.84,2143.0,170.0,5.0,0.0,11.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mini Cooper Convertible S,Mumbai,15000,2016,7,16.82,1998.0,189.08,4.0,44.28,35.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Tata Nano Cx,Jaipur,57000,2010,13,26.0,624.0,35.0,4.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ciaz ZDi Plus,Kolkata,62144,2015,8,26.21,1248.0,88.5,5.0,0.0,5.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai Verna CRDi 1.6 SX Option,Pune,50000,2017,6,22.0,1582.0,126.2,5.0,15.72,11.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai EON Era Plus,Jaipur,38000,2015,8,21.1,814.0,55.2,5.0,0.0,2.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 5 Series 2013-2017 520d Luxury Line,Chennai,30000,2016,7,18.12,1995.0,190.0,5.0,0.0,31.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Honda Brio S MT,Kochi,38735,2016,7,19.4,1198.0,86.8,5.0,0.0,4.92,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ritz VDi,Pune,23598,2012,11,23.2,1248.0,73.94,5.0,0.0,3.52,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 3 Series 320d Prestige,Chennai,70000,2014,9,18.88,1995.0,184.0,5.0,0.0,17.55,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire LDI,Pune,39000,2016,7,26.59,1248.0,74.0,5.0,0.0,5.8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire VDI,Hyderabad,84175,2013,10,23.4,1248.0,74.0,5.0,0.0,6.95,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault Scala RxL,Kolkata,45000,2013,10,16.95,1498.0,97.6,5.0,0.0,2.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Chevrolet Cruze LTZ AT,Mumbai,59302,2013,10,14.39,1998.0,163.7,5.0,0.0,5.25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire ZXi,Ahmedabad,55002,2012,11,17.5,1298.0,85.8,5.0,0.0,4.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Indigo CS LX (TDI) BS III,Jaipur,128813,2008,15,19.09,1396.0,69.0,5.0,0.0,1.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 CRDi Sportz,Jaipur,46522,2016,7,24.0,1120.0,70.0,5.0,0.0,4.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Indica Vista Quadrajet LS,Pune,180000,2014,9,22.3,1248.0,74.0,5.0,0.0,2.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Fiesta 1.4 TDCi EXI,Chennai,89326,2006,17,17.8,1399.0,68.0,5.0,0.0,1.55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Renault Duster 85PS Diesel RxE,Pune,54000,2016,7,19.87,1461.0,83.8,5.0,11.27,6.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 CRDi SportZ Edition,Kochi,66337,2015,8,24.0,1120.0,70.0,5.0,0.0,4.96,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Brio S MT,Bangalore,60000,2012,11,19.4,1198.0,86.8,5.0,0.0,3.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi A4 1.8 TFSI,Kolkata,38001,2010,13,12.3,1781.0,163.2,5.0,0.0,8.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Alto 800 2016-2019 LXI,Bangalore,73000,2014,9,24.7,796.0,47.3,5.0,0.0,2.75,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai Verna Transform SX VTVT,Bangalore,61000,2011,12,16.2,1599.0,103.2,5.0,0.0,3.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Maruti Ertiga ZDI,Hyderabad,120000,2013,10,20.77,1248.0,88.8,7.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Chevrolet Optra Magnum 1.6 LT ABS BS3,Kochi,71787,2012,11,12.9,1598.0,102.5,5.0,0.0,3.21,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Creta 1.6 CRDi SX Option,Coimbatore,11554,2016,7,19.67,1582.0,126.2,5.0,0.0,14.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Vento 1.5 TDI Highline,Hyderabad,90000,2014,9,20.34,1498.0,103.2,5.0,0.0,6.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i VTEC SV,Kolkata,48104,2014,9,17.4,1497.0,117.3,5.0,0.0,5.49,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Getz GLS ABS,Pune,91000,2005,18,16.8,1341.0,83.0,5.0,0.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Hyundai Grand i10 AT Asta,Coimbatore,33931,2015,8,18.9,1197.0,82.0,5.0,0.0,5.91,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Hyundai Grand i10 1.2 Kappa Sportz Option,Coimbatore,13916,2019,4,18.9,1197.0,81.86,5.0,0.0,6.44,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 Sportz,Jaipur,14000,2015,8,18.9,1197.0,82.0,5.0,0.0,4.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Asta 1.2,Coimbatore,17560,2016,7,18.6,1197.0,81.83,5.0,0.0,7.21,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault Duster 85PS Diesel RxL,Pune,60000,2016,7,19.87,1461.0,83.8,5.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire VDi,Hyderabad,88096,2009,14,19.3,1248.0,73.9,5.0,0.0,3.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,178280,2008,15,12.8,2494.0,102.0,8.0,0.0,5.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Nano Twist XT,Coimbatore,19963,2015,8,25.4,624.0,37.5,4.0,0.0,1.74,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Ford Figo 2015-2019 1.2P Sports Edition MT,Mumbai,1000,2019,4,18.12,1196.0,86.8,5.0,0.0,6.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 1.2 Asta Option,Jaipur,8000,2017,6,18.6,1197.0,81.83,5.0,0.0,7.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda BRV i-VTEC V MT,Pune,9200,2016,7,15.4,1497.0,117.3,7.0,13.58,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Amaze S Diesel,Hyderabad,29000,2015,8,27.4,1498.0,98.6,5.0,9.09,5.99,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Creta 1.6 CRDi SX,Mumbai,27000,2017,6,19.67,1582.0,126.2,5.0,0.0,12.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Baleno Zeta 1.2,Delhi,22900,2018,5,21.4,1197.0,83.1,5.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi Q5 2.0 TDI Technology,Hyderabad,50000,2014,9,14.16,1968.0,174.3,5.0,0.0,35.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda Amaze S i-DTEC,Jaipur,60207,2015,8,25.8,1498.0,98.6,5.0,0.0,5.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW X5 3.0d,Coimbatore,101119,2010,13,11.0,2993.0,235.0,5.0,0.0,18.46,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford Figo Petrol Titanium,Jaipur,42000,2010,13,15.6,1196.0,70.0,5.0,0.0,2.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Wagon R VXI,Pune,93000,2002,21,18.9,998.0,67.1,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Hyundai i10 Era,Ahmedabad,60000,2012,11,19.81,1086.0,68.05,5.0,0.0,2.65,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Skoda Rapid 1.5 TDI AT Elegance,Kochi,66122,2015,8,21.66,1498.0,103.52,5.0,0.0,5.96,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Porsche Panamera Diesel,Kolkata,25100,2015,8,17.85,2967.0,300.0,4.0,0.0,75.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mercedes-Benz CLA 200 Sport Edition,Kochi,24733,2017,6,15.04,1991.0,183.0,5.0,0.0,27.15,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Audi A6 2.8 FSI,Ahmedabad,41000,2008,15,10.4,2773.0,201.0,5.0,0.0,10.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Maruti Ciaz ZXi Plus,Chennai,30000,2015,8,20.73,1373.0,91.1,5.0,0.0,6.7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,36000,2013,10,22.7,1498.0,89.84,5.0,0.0,4.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra Bolero mHAWK D70 ZLX,Hyderabad,40279,2017,6,16.5,1493.0,70.0,7.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Alto K10 VXI,Kochi,46805,2018,5,24.07,998.0,67.1,5.0,4.09,3.63,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,60000,2015,8,17.5,1197.0,85.8,5.0,0.0,4.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Zest Revotron 1.2T XE,Mumbai,100000,2017,6,17.57,1193.0,88.7,5.0,6.83,4.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,51530,2018,5,10.91,3198.0,197.2,7.0,0.0,30.27,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,81456,2013,10,15.8,2148.0,170.0,5.0,0.0,14.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Sportz AT,Ahmedabad,37229,2012,11,16.95,1197.0,78.9,5.0,0.0,3.41,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda City 1.5 S MT,Delhi,73200,2009,14,17.0,1497.0,118.0,5.0,0.0,2.78,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Skoda Octavia Elegance 2.0 TDI AT,Ahmedabad,71826,2015,8,19.3,1968.0,141.0,5.0,0.0,15.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tata Indica V2 eLS,Chennai,129000,2017,6,25.0,1396.0,69.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Wagon R VXi BSII,Pune,82000,2012,11,18.9,998.0,67.1,5.0,0.0,2.3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Creta 1.6 CRDi SX,Kochi,40459,2017,6,19.67,1582.0,126.2,5.0,0.0,13.28,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti A-Star Lxi,Hyderabad,61964,2009,14,19.0,998.0,66.1,5.0,0.0,2.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Wagon R LXI,Kochi,15466,2011,12,22.5,998.0,67.04,5.0,5.04,3.36,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Mobilio E i VTEC,Kolkata,23000,2014,9,17.3,1497.0,117.3,7.0,0.0,4.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Magna,Coimbatore,43766,2012,11,20.36,1197.0,78.9,5.0,0.0,4.3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Skoda Superb 3.6 V6 FSI,Hyderabad,54000,2010,13,0.0,3597.0,262.6,5.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i20 1.4 Sportz,Coimbatore,18521,2018,5,22.54,1396.0,88.73,5.0,0.0,9.18,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Celerio ZXI Optional,Hyderabad,26400,2017,6,23.1,998.0,67.04,5.0,0.0,4.99,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Skoda Laura 1.8 TSI Ambiente,Pune,31900,2011,12,13.4,1798.0,157.8,5.0,0.0,3.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Figo Diesel LXI,Chennai,39000,2010,13,20.0,1399.0,68.0,5.0,0.0,2.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Jazz 1.5 VX i DTEC,Hyderabad,45671,2016,7,27.3,1498.0,98.6,5.0,0.0,7.2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,39500,2016,7,15.0,2143.0,204.0,5.0,0.0,29.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,54000,2015,8,17.9,2143.0,136.0,5.0,0.0,17.55,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Volvo S60 D3,Chennai,20000,2012,11,18.5,1985.0,163.0,5.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Audi A8 L 3.0 TDI quattro,Bangalore,55000,2009,14,11.8,2967.0,246.7,5.0,0.0,13.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,48000,2014,9,22.32,1582.0,126.32,5.0,0.0,5.1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BMW 3 Series 320d,Kolkata,70000,2011,12,22.69,1995.0,190.0,5.0,43.81,10.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 SX,Delhi,62000,2014,9,22.32,1582.0,126.32,5.0,0.0,5.7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Wagon R VXI,Kochi,41994,2014,9,22.5,998.0,67.04,5.0,5.12,3.41,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Figo Diesel EXI,Hyderabad,108882,2010,13,20.0,1399.0,68.0,5.0,0.0,2.4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mahindra KUV 100 mFALCON G80 K2,Coimbatore,24806,2017,6,18.15,1198.0,82.0,6.0,0.0,5.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Indigo LS,Pune,160000,2006,17,17.0,1405.0,70.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra TUV 300 T8 AMT,Hyderabad,30000,2017,6,18.49,1493.0,100.0,7.0,0.0,8.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,51000,2015,8,15.17,1968.0,181.0,5.0,48.64,27.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Wagon R VXI 1.2,Jaipur,64876,2015,8,21.5,1197.0,81.8,5.0,5.71,3.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
